Metrica,Modelo,media_train,desv_train,med_train,media_val,desv_val,med_val,media_test,desv_test,med_test
accuracy,EfficientNetV2B0,0.9467163978494624,0.07057466091186052,0.9608333333333332,0.8991236559139786,0.06628099982261473,0.9125,0.9000129032258065,0.06549258226474307,0.912
accuracy,DenseNet121,0.8805201612903226,0.07348182101898418,0.904375,0.8559408602150539,0.06930095122381125,0.8775,0.855625806451613,0.06948385608261447,0.876
accuracy,ResNet101V2,0.8298212365591398,0.14255035264282748,0.8858333333333334,0.8001774193548387,0.13339392518989876,0.8508333333333333,0.8011956989247313,0.13394025712149848,0.8526666666666667
