accuracy,loss,val_accuracy,val_loss,epoch
0.49812498688697815,2.1289563179016113,0.4633333384990692,1.2671492099761963,0
0.637499988079071,1.0555801391601562,0.5441666841506958,1.2279555797576904,1
0.731458306312561,0.7289090752601624,0.6666666865348816,0.9351560473442078,2
0.7681249976158142,0.6262969374656677,0.659166693687439,1.1471798419952393,3
0.7995833158493042,0.5416674613952637,0.7441666722297668,0.68215012550354,4
0.8349999785423279,0.462374210357666,0.7991666793823242,0.5639583468437195,5
0.8493750095367432,0.40111982822418213,0.7225000262260437,0.7866391539573669,6
0.8687499761581421,0.3558376729488373,0.8424999713897705,0.41678544878959656,7
0.8733333349227905,0.3457888662815094,0.8050000071525574,0.5165655016899109,8
0.8991666436195374,0.2775524854660034,0.737500011920929,0.8279245495796204,9
0.9054166674613953,0.24824832379817963,0.9083333611488342,0.27078017592430115,10
0.9139583110809326,0.2389829009771347,0.800000011920929,0.6034419536590576,11
0.9195833206176758,0.23501859605312347,0.8483333587646484,0.424150675535202,12
0.9283333420753479,0.19739750027656555,0.9125000238418579,0.24457374215126038,13
0.9304166436195374,0.193602055311203,0.8774999976158142,0.38715994358062744,14
0.9504166841506958,0.13584403693675995,0.9166666865348816,0.2783292829990387,15
0.9429166913032532,0.1578138768672943,0.89083331823349,0.30984026193618774,16
0.9539583325386047,0.12472269684076309,0.9208333492279053,0.24402405321598053,17
0.9466666579246521,0.1485634595155716,0.89083331823349,0.3264942169189453,18
0.9543750286102295,0.13326233625411987,0.9358333349227905,0.19326548278331757,19
