accuracy,micro_avg_precision,micro_avg_recall,micro_avg_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,iteration,fold,data_type
0.9664583333333332,0.9664583333333332,0.9664583333333332,0.9664583333333332,0.9666614494130404,0.9664583333333332,0.966483337342192,9,1,train
0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8978669927693567,0.8958333333333334,0.8960168571518959,9,1,val
0.9053333333333332,0.9053333333333332,0.9053333333333332,0.9053333333333332,0.9067935855244598,0.9053333333333332,0.9053955369133552,9,1,test
0.969375,0.969375,0.969375,0.969375,0.96956047010192,0.969375,0.9693988232841804,9,2,train
0.93,0.93,0.93,0.93,0.9318138940420864,0.93,0.9302796978397369,9,2,val
0.9233333333333332,0.9233333333333332,0.9233333333333332,0.9233333333333332,0.9246502841110352,0.9233333333333336,0.9230540073333884,9,2,test
0.2227083333333333,0.2227083333333333,0.2227083333333333,0.2227083333333333,0.3000748044635523,0.2227083333333333,0.134832621395485,9,3,train
0.2241666666666666,0.2241666666666666,0.2241666666666666,0.2241666666666666,0.254160655965534,0.2241666666666666,0.135961050187314,9,3,val
0.216,0.216,0.216,0.216,0.2640372635164981,0.216,0.1220267283181901,9,3,test
0.968125,0.968125,0.968125,0.968125,0.9688079602619049,0.968125,0.9682120074229932,9,4,train
0.9125,0.9125,0.9125,0.9125,0.9146441053281512,0.9125,0.9131700375091524,9,4,val
0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9190533780662946,0.9166666666666669,0.9170905737385252,9,4,test
0.955,0.955,0.955,0.955,0.9577760764256334,0.955,0.9552315055642732,9,5,train
0.9025,0.9025,0.9025,0.9025,0.9130961403535548,0.9025,0.902828094841988,9,5,val
0.8993333333333333,0.8993333333333333,0.8993333333333333,0.8993333333333333,0.9081455850382084,0.8993333333333332,0.8991306900322746,9,5,test
0.975,0.975,0.975,0.975,0.975250313371785,0.975,0.9748209916355892,10,1,train
0.9258333333333332,0.9258333333333332,0.9258333333333332,0.9258333333333332,0.9259794651749,0.9258333333333332,0.9249238584566684,10,1,val
0.9306666666666666,0.9306666666666666,0.9306666666666666,0.9306666666666666,0.9308331724506204,0.9306666666666666,0.9300346703296312,10,1,test
0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9665624709027169,0.9633333333333332,0.9634560719350738,10,2,train
0.9241666666666668,0.9241666666666668,0.9241666666666668,0.9241666666666668,0.9337147485553274,0.9241666666666668,0.9240327105299956,10,2,val
0.9326666666666666,0.9326666666666666,0.9326666666666666,0.9326666666666666,0.9367409976677532,0.9326666666666668,0.9328623286584998,10,2,test
0.8897916666666666,0.8897916666666666,0.8897916666666666,0.8897916666666666,0.9127078636671676,0.8897916666666668,0.8912864880904987,10,3,train
0.8341666666666666,0.8341666666666666,0.8341666666666666,0.8341666666666666,0.8744340120721367,0.8341666666666667,0.8370694762763218,10,3,val
0.852,0.852,0.852,0.852,0.8805601368466303,0.852,0.8539070750761496,10,3,test
0.9510416666666668,0.9510416666666668,0.9510416666666668,0.9510416666666668,0.95202547811544,0.9510416666666666,0.9511334201459452,10,4,train
0.9075,0.9075,0.9075,0.9075,0.9102394533120938,0.9075,0.908191492517604,10,4,val
0.9033333333333332,0.9033333333333332,0.9033333333333332,0.9033333333333332,0.9047321654380824,0.9033333333333332,0.903591174907568,10,4,test
0.9485416666666666,0.9485416666666666,0.9485416666666666,0.9485416666666666,0.9529358493592184,0.9485416666666666,0.9483112986631208,10,5,train
0.8966666666666666,0.8966666666666666,0.8966666666666666,0.8966666666666666,0.9049003801535952,0.8966666666666667,0.8964054552892262,10,5,val
0.902,0.902,0.902,0.902,0.909512392079066,0.902,0.9019691737984477,10,5,test
0.9579166666666666,0.9579166666666666,0.9579166666666666,0.9579166666666666,0.9619830311065516,0.9579166666666664,0.9582962074139368,11,1,train
0.9066666666666666,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.9169295510084984,0.9066666666666666,0.90771464512157,11,1,val
0.906,0.906,0.906,0.906,0.913612472909163,0.906,0.9066791561598152,11,1,test
0.9860416666666668,0.9860416666666668,0.9860416666666668,0.9860416666666668,0.986112906608593,0.9860416666666666,0.9860173879793408,11,2,train
0.9383333333333334,0.9383333333333334,0.9383333333333334,0.9383333333333334,0.939022186651558,0.9383333333333332,0.9384565106264248,11,2,val
0.9413333333333334,0.9413333333333334,0.9413333333333334,0.9413333333333334,0.9423127408137092,0.9413333333333334,0.9414855540107474,11,2,test
0.8670833333333333,0.8670833333333333,0.8670833333333333,0.8670833333333333,0.8953502704865492,0.8670833333333334,0.8688724600150968,11,3,train
0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8500369977277288,0.8066666666666666,0.806933371161743,11,3,val
0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8711129197170235,0.8333333333333333,0.8357812691104571,11,3,test
0.9902083333333334,0.9902083333333334,0.9902083333333334,0.9902083333333334,0.9902953658680064,0.9902083333333334,0.9901911582030132,11,4,train
0.9508333333333332,0.9508333333333332,0.9508333333333332,0.9508333333333332,0.9516093124244148,0.9508333333333332,0.9506433857575876,11,4,val
0.9253333333333332,0.9253333333333332,0.9253333333333332,0.9253333333333332,0.9260985607928188,0.9253333333333332,0.9254251258949524,11,4,test
0.9658333333333332,0.9658333333333332,0.9658333333333332,0.9658333333333332,0.9664445015052582,0.9658333333333332,0.9659317076766214,11,5,train
0.9141666666666668,0.9141666666666668,0.9141666666666668,0.9141666666666668,0.9163236762478996,0.9141666666666666,0.9147380917496712,11,5,val
0.9153333333333332,0.9153333333333332,0.9153333333333332,0.9153333333333332,0.9187605487342831,0.9153333333333332,0.9159241902945056,11,5,test
0.9670833333333332,0.9670833333333332,0.9670833333333332,0.9670833333333332,0.9679711082196588,0.9670833333333334,0.9672449790853992,12,1,train
0.9291666666666668,0.9291666666666668,0.9291666666666668,0.9291666666666668,0.9304586985484782,0.9291666666666668,0.9293628830287876,12,1,val
0.9286666666666666,0.9286666666666666,0.9286666666666666,0.9286666666666666,0.9304765612015964,0.9286666666666668,0.9290286141029312,12,1,test
0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9766666666666668,0.97726650372611,0.9766666666666666,0.9765478722000388,12,2,train
0.9175,0.9175,0.9175,0.9175,0.9196380510943634,0.9175,0.9170987438775506,12,2,val
0.9133333333333332,0.9133333333333332,0.9133333333333332,0.9133333333333332,0.9144457264599768,0.9133333333333332,0.9129046791625608,12,2,test
0.9495833333333332,0.9495833333333332,0.9495833333333332,0.9495833333333332,0.9516062126069886,0.9495833333333332,0.9498809903686926,12,3,train
0.8975,0.8975,0.8975,0.8975,0.90322840203275,0.8975,0.8978818270645418,12,3,val
0.904,0.904,0.904,0.904,0.9092907068086172,0.904,0.904669442949106,12,3,test
0.97875,0.97875,0.97875,0.97875,0.978927190906748,0.97875,0.9787959213232283,12,4,train
0.9375,0.9375,0.9375,0.9375,0.9390267134698737,0.9375,0.9377717195021036,12,4,val
0.938,0.938,0.938,0.938,0.9384937239748592,0.938,0.9381263571561556,12,4,test
0.881875,0.881875,0.881875,0.881875,0.8876401247090971,0.881875,0.8814954153689506,12,5,train
0.835,0.835,0.835,0.835,0.8412789909541798,0.835,0.8342200818913286,12,5,val
0.854,0.854,0.854,0.854,0.8583265196220369,0.8539999999999999,0.8534125510469422,12,5,test
0.9864583333333332,0.9864583333333332,0.9864583333333332,0.9864583333333332,0.9866331419643612,0.9864583333333334,0.9864777271553606,13,1,train
0.9366666666666666,0.9366666666666666,0.9366666666666666,0.9366666666666666,0.938215699855096,0.9366666666666668,0.9368239467011094,13,1,val
0.938,0.938,0.938,0.938,0.940044953831632,0.938,0.9380186579221272,13,1,test
0.9460416666666668,0.9460416666666668,0.9460416666666668,0.9460416666666668,0.9500112651062642,0.9460416666666668,0.946367945877532,13,2,train
0.9033333333333332,0.9033333333333332,0.9033333333333332,0.9033333333333332,0.9074868017556116,0.9033333333333332,0.90357769867648,13,2,val
0.9066666666666666,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.9144989867749044,0.9066666666666666,0.906987048579572,13,2,test
0.955,0.955,0.955,0.955,0.9576225327965922,0.955,0.9546513827638744,13,3,train
0.9066666666666666,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.9105652604144702,0.9066666666666666,0.9062173350921798,13,3,val
0.8993333333333333,0.8993333333333333,0.8993333333333333,0.8993333333333333,0.9030094488690106,0.8993333333333334,0.8983598451253176,13,3,test
0.9777083333333332,0.9777083333333332,0.9777083333333332,0.9777083333333332,0.9779488731397188,0.9777083333333334,0.9777674527374186,13,4,train
0.93,0.93,0.93,0.93,0.9329138573040472,0.93,0.9303347862647676,13,4,val
0.9193333333333332,0.9193333333333332,0.9193333333333332,0.9193333333333332,0.9227636246683404,0.9193333333333332,0.9195107916267068,13,4,test
0.9789583333333334,0.9789583333333334,0.9789583333333334,0.9789583333333334,0.9796056983332786,0.9789583333333336,0.9790145949701928,13,5,train
0.9408333333333332,0.9408333333333332,0.9408333333333332,0.9408333333333332,0.9416963027368612,0.9408333333333332,0.9409999820907924,13,5,val
0.926,0.926,0.926,0.926,0.9281994119028896,0.926,0.9260421479584192,13,5,test
0.94375,0.94375,0.94375,0.94375,0.947318182686027,0.94375,0.9443892000840624,14,1,train
0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8944217603523266,0.8866666666666667,0.8880493886854877,14,1,val
0.9006666666666666,0.9006666666666666,0.9006666666666666,0.9006666666666666,0.9057204407703456,0.9006666666666666,0.9015403800465812,14,1,test
0.9683333333333334,0.9683333333333334,0.9683333333333334,0.9683333333333334,0.9702040721132242,0.9683333333333334,0.9683600522580272,14,2,train
0.9316666666666666,0.9316666666666666,0.9316666666666666,0.9316666666666666,0.9350513175236724,0.9316666666666666,0.9321141349129548,14,2,val
0.9193333333333332,0.9193333333333332,0.9193333333333332,0.9193333333333332,0.923755014232502,0.9193333333333332,0.9193711712320336,14,2,test
0.9608333333333332,0.9608333333333332,0.9608333333333332,0.9608333333333332,0.9612215259736824,0.9608333333333332,0.9608438986455669,14,3,train
0.925,0.925,0.925,0.925,0.9259394460639928,0.925,0.9249100329193822,14,3,val
0.9073333333333332,0.9073333333333332,0.9073333333333332,0.9073333333333332,0.9090060765243322,0.9073333333333334,0.9074898733644204,14,3,test
0.95625,0.95625,0.95625,0.95625,0.9568259562660936,0.95625,0.9563537504913786,14,4,train
0.8975,0.8975,0.8975,0.8975,0.899143409691727,0.8975,0.8978556929833352,14,4,val
0.9013333333333332,0.9013333333333332,0.9013333333333332,0.9013333333333332,0.9030830072367504,0.9013333333333332,0.9017695846104904,14,4,test
0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9584559788978598,0.9583333333333334,0.9582590000088576,14,5,train
0.9175,0.9175,0.9175,0.9175,0.9182834826949472,0.9175,0.91726505772561,14,5,val
0.9046666666666666,0.9046666666666666,0.9046666666666666,0.9046666666666666,0.9046617709471898,0.9046666666666668,0.9044606644536513,14,5,test
0.9164583333333334,0.9164583333333334,0.9164583333333334,0.9164583333333334,0.9194813915749362,0.9164583333333332,0.9164389032345492,15,1,train
0.8716666666666667,0.8716666666666667,0.8716666666666667,0.8716666666666667,0.8758820050073002,0.8716666666666667,0.871909573749492,15,1,val
0.8673333333333333,0.8673333333333333,0.8673333333333333,0.8673333333333333,0.8729809891426733,0.8673333333333334,0.8675389814703557,15,1,test
0.976875,0.976875,0.976875,0.976875,0.9775678811352992,0.976875,0.9767893838936792,15,2,train
0.9358333333333332,0.9358333333333332,0.9358333333333332,0.9358333333333332,0.9390486075944582,0.9358333333333334,0.935764726781234,15,2,val
0.9326666666666666,0.9326666666666666,0.9326666666666666,0.9326666666666666,0.9347271335888204,0.9326666666666668,0.9321747403909963,15,2,test
0.9345833333333332,0.9345833333333332,0.9345833333333332,0.9345833333333332,0.936010214448134,0.9345833333333332,0.934387411386156,15,3,train
0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8910847726664983,0.8866666666666667,0.8871926429158602,15,3,val
0.8973333333333333,0.8973333333333333,0.8973333333333333,0.8973333333333333,0.9005892013327689,0.8973333333333333,0.8970083148070558,15,3,test
0.9841666666666666,0.9841666666666666,0.9841666666666666,0.9841666666666666,0.9842782219510996,0.9841666666666666,0.984136088247617,15,4,train
0.94,0.94,0.94,0.94,0.9408357197659706,0.94,0.9397664000022892,15,4,val
0.934,0.934,0.934,0.934,0.935172833570578,0.934,0.9336667043032498,15,4,test
0.9670833333333332,0.9670833333333332,0.9670833333333332,0.9670833333333332,0.9680393477846873,0.9670833333333334,0.9671564865556546,15,5,train
0.9308333333333332,0.9308333333333332,0.9308333333333332,0.9308333333333332,0.9331129037947204,0.9308333333333332,0.9308459596769832,15,5,val
0.9186666666666666,0.9186666666666666,0.9186666666666666,0.9186666666666666,0.922448669907553,0.9186666666666669,0.9186550261718806,15,5,test
0.864375,0.864375,0.864375,0.864375,0.870771028614875,0.8643750000000001,0.8634870634650547,16,1,train
0.83,0.83,0.83,0.83,0.8336178549449098,0.8300000000000001,0.8286447515499062,16,1,val
0.8326666666666667,0.8326666666666667,0.8326666666666667,0.8326666666666667,0.8414591652545761,0.8326666666666667,0.8319796157534982,16,1,test
0.9339583333333332,0.9339583333333332,0.9339583333333332,0.9339583333333332,0.937125549256552,0.9339583333333332,0.934157148796296,16,2,train
0.8775,0.8775,0.8775,0.8775,0.8871379523657813,0.8775000000000001,0.8778127524010678,16,2,val
