accuracy,loss,val_accuracy,val_loss,epoch,iteration,fold
0.7195833325386047,2.153439521789551,0.928333342075348,0.1817191243171692,1,1,1
0.921875,0.2078818529844284,0.965833306312561,0.1113149225711822,2,1,1
0.9583333134651184,0.1161010339856147,0.971666693687439,0.08374535292387,3,1,1
0.96895831823349,0.091378279030323,0.9649999737739564,0.0867306888103485,4,1,1
0.9731249809265136,0.0933893173933029,0.9591666460037231,0.1058555915951728,5,1,1
0.9743750095367432,0.0822021439671516,0.9766666889190674,0.0611360818147659,6,1,1
0.9829166531562804,0.0532784909009933,0.9891666769981384,0.0419515371322631,7,1,1
0.9837499856948853,0.0506267063319683,0.9616666436195374,0.1312989741563797,8,1,1
0.965833306312561,0.1089952066540718,0.934166669845581,0.2050874233245849,9,1,1
0.9733333587646484,0.0888693928718566,0.9741666913032532,0.0820942297577858,10,1,1
0.9822916388511658,0.0538967214524745,0.9883333444595336,0.0383670702576637,11,1,1
0.990833342075348,0.0256191212683916,0.9766666889190674,0.0740590393543243,12,1,1
0.9887499809265136,0.0381873734295368,0.9858333468437196,0.0449351221323013,13,1,1
0.9902083277702332,0.0261014327406883,0.9808333516120912,0.0606437101960182,14,1,1
0.9858333468437196,0.0508530549705028,0.9766666889190674,0.0642078146338462,15,1,1
0.9768750071525574,0.0813733637332916,0.9558333158493042,0.1819325685501098,16,1,1
0.9879166483879088,0.0441110357642173,0.9783333539962769,0.0929194912314415,17,1,1
0.9862499833106996,0.0386275574564933,0.9783333539962769,0.0673689022660255,18,1,1
0.9902083277702332,0.0276582185178995,0.9850000143051147,0.0526484176516532,19,1,1
0.9860416650772096,0.0422056913375854,0.9783333539962769,0.0834814086556434,20,1,1
0.684583306312561,2.204050302505493,0.9041666388511658,0.2571307420730591,1,1,2
0.9235416650772096,0.2031431794166565,0.9541666507720948,0.1682655662298202,2,1,2
0.9506250023841858,0.1385152339935302,0.9725000262260436,0.0960250571370124,3,1,2
0.9668750166893004,0.0969595685601234,0.9708333611488342,0.0831328481435775,4,1,2
0.9666666388511658,0.102006658911705,0.971666693687439,0.145461305975914,5,1,2
0.9793750047683716,0.0665550604462623,0.98416668176651,0.053264133632183,6,1,2
