accuracy,loss,val_accuracy,val_loss,epoch,iteration,fold
0.2664583325386047,3.5187129974365234,0.2000000029802322,1.6719679832458496,1,1,1
0.3412500023841858,2.3730058670043945,0.3350000083446502,1.9267339706420896,2,1,1
0.4993749856948852,1.6244049072265625,0.5433333516120911,1.1582165956497192,3,1,1
0.622083306312561,1.108259916305542,0.6499999761581421,0.9144788980484008,4,1,1
0.6800000071525574,0.9097023606300354,0.7108333110809326,0.7533861994743347,5,1,1
0.7160416841506958,0.7995274066925049,0.6541666388511658,0.8899346590042114,6,1,1
0.7275000214576721,0.7761696577072144,0.762499988079071,0.6187742352485657,7,1,1
0.7724999785423279,0.634451150894165,0.7641666531562805,0.6081640124320984,8,1,1
0.8052083253860474,0.5439652800559998,0.8199999928474426,0.4814733564853668,9,1,1
0.8318750262260437,0.4756330251693725,0.8650000095367432,0.4020723104476928,10,1,1
0.8170833587646484,0.489799290895462,0.2016666680574417,73.66697692871094,11,1,1
0.7754166722297668,0.6132165789604187,0.4066666662693023,2.683068037033081,12,1,1
0.8179166913032532,0.5029787421226501,0.8133333325386047,0.4680100381374359,13,1,1
0.8464583158493042,0.4390727877616882,0.8199999928474426,0.4288083016872406,14,1,1
0.8635416626930237,0.365746408700943,0.7716666460037231,0.6358998417854309,15,1,1
0.8641666769981384,0.3605288565158844,0.5366666913032532,1.373526096343994,16,1,1
0.8331249952316284,0.4406675100326538,0.6966666579246521,37.48733139038086,17,1,1
0.8854166865348816,0.3255931138992309,0.8700000047683716,0.3187960088253021,18,1,1
0.890625,0.2963417768478393,0.8816666603088379,0.2912170588970184,19,1,1
0.902916669845581,0.2637771964073181,0.8541666865348816,0.4124174118041992,20,1,1
0.2668749988079071,3.170724630355835,0.1983333379030227,1.7183398008346558,1,1,2
0.382708340883255,1.998806953430176,0.3633333444595337,1.8624370098114011,2,1,2
0.5512499809265137,1.173500657081604,0.5183333158493042,1.3170459270477295,3,1,2
0.6258333325386047,1.0052615404129028,0.5541666746139526,1.183224320411682,4,1,2
0.6775000095367432,0.8704606890678406,0.6458333134651184,0.859454333782196,5,1,2
0.7302083373069763,0.7334667444229126,0.6800000071525574,0.8148778080940247,6,1,2
0.7631250023841858,0.6362203359603882,0.7241666913032532,0.7635471820831299,7,1,2
0.8022916913032532,0.5411853194236755,0.8349999785423279,0.4559915959835052,8,1,2
0.8197916746139526,0.4824965894222259,0.8391666412353516,0.4824582040309906,9,1,2
0.8525000214576721,0.4174027144908905,0.8541666865348816,0.3690372407436371,10,1,2
0.8506249785423279,0.3883087038993835,0.8149999976158142,0.5213526487350464,11,1,2
0.8606250286102295,0.3963010311126709,0.8575000166893005,0.3963485956192016,12,1,2
0.8647916913032532,0.3637077212333679,0.7200000286102295,1.185322880744934,13,1,2
0.8550000190734863,0.3785352110862732,0.7875000238418579,0.673678457736969,14,1,2
0.8897916674613953,0.3080613017082214,0.2150000035762787,22.642881393432617,15,1,2
0.8987500071525574,0.2741167545318603,0.8708333373069763,0.4865540564060211,16,1,2
0.8687499761581421,0.3851931989192962,0.7866666913032532,0.559858500957489,17,1,2
0.887499988079071,0.3236360251903534,0.8174999952316284,0.51798415184021,18,1,2
0.8575000166893005,0.387493222951889,0.6116666793823242,1.939841628074646,19,1,2
0.8508333563804626,0.3912191390991211,0.6516666412353516,0.9141653180122375,20,1,2
0.304583340883255,3.4312853813171387,0.2000000029802322,1.768125057220459,1,1,3
0.3570833206176758,1.775624394416809,0.2033333331346511,2.028373003005981,2,1,3
0.5095833539962769,1.3712316751480105,0.332500010728836,1.6861516237258911,3,1,3
0.5560416579246521,1.1386284828186035,0.3925000131130218,7.029421329498291,4,1,3
0.6331250071525574,0.984600305557251,0.5833333134651184,1.1763672828674316,5,1,3
0.6537500023841858,0.9397634863853456,0.6783333420753479,1.617958426475525,6,1,3
0.7085416913032532,0.7939854264259338,0.6808333396911621,1.086954951286316,7,1,3
0.7527083158493042,0.6655631065368652,0.8075000047683716,0.5453622937202454,8,1,3
0.7860416769981384,0.5674356818199158,0.7933333516120911,0.5631283521652222,9,1,3
0.8008333444595337,0.546366274356842,0.7774999737739563,0.5914120674133301,10,1,3
0.8008333444595337,0.538216233253479,0.8316666483879089,0.5442116856575012,11,1,3
0.8212500214576721,0.4833254516124725,0.8083333373069763,0.5273807048797607,12,1,3
0.84354168176651,0.4192675650119781,0.8116666674613953,0.5720675587654114,13,1,3
0.8366666436195374,0.4232778549194336,0.8366666436195374,0.453444093465805,14,1,3
0.8570833206176758,0.3842231035232544,0.7549999952316284,0.7932689785957336,15,1,3
0.8566666841506958,0.3928336203098297,0.3558333218097687,80.51909637451172,16,1,3
0.8731250166893005,0.3464396297931671,0.8583333492279053,0.4753735661506653,17,1,3
0.8789583444595337,0.3236205875873565,0.8266666531562805,0.8022501468658447,18,1,3
0.8881250023841858,0.3133268356323242,0.8899999856948853,0.3802985250949859,19,1,3
0.8393750190734863,0.4274743795394897,0.7891666889190674,0.629167377948761,20,1,3
0.3062500059604645,2.9107489585876465,0.2125000059604644,1.6723767518997192,1,1,4
0.5074999928474426,1.383328199386597,0.2450000047683715,1.6396090984344482,2,1,4
0.5835416913032532,1.1963948011398315,0.5291666388511658,1.1388261318206787,3,1,4
0.6733333468437195,0.8484833836555481,0.6341666579246521,0.912930965423584,4,1,4
0.7241666913032532,0.7515791058540344,0.7250000238418579,0.7162788510322571,5,1,4
0.7681249976158142,0.6010286211967468,0.7450000047683716,0.844261646270752,6,1,4
0.7983333468437195,0.5535258650779724,0.7400000095367432,0.6425705552101135,7,1,4
0.7902083396911621,0.551282525062561,0.7300000190734863,0.6864848136901855,8,1,4
0.8172916769981384,0.4761031568050384,0.7825000286102295,0.5586897730827332,9,1,4
0.8389583230018616,0.4094500243663788,0.6899999976158142,0.97468364238739,10,1,4
0.8502083420753479,0.3917070031166076,0.8741666674613953,0.3438731431961059,11,1,4
0.8708333373069763,0.3348706066608429,0.8274999856948853,0.4503346383571625,12,1,4
0.8814583420753479,0.3391507863998413,0.7799999713897705,0.5872411131858826,13,1,4
0.8795833587646484,0.3215995132923126,0.8600000143051147,0.3535515367984772,14,1,4
0.8879166841506958,0.2844797372817993,0.8333333134651184,0.5202171802520752,15,1,4
0.9106249809265136,0.2341137379407882,0.9049999713897704,0.2690639495849609,16,1,4
0.9195833206176758,0.2125774174928665,0.8491666913032532,0.3779875040054321,17,1,4
0.9162499904632568,0.230695754289627,0.8741666674613953,0.3109493851661682,18,1,4
0.9197916388511658,0.2145481556653976,0.871666669845581,0.3408215045928955,19,1,4
0.9304166436195374,0.1942757666110992,0.8399999737739563,0.4830135405063629,20,1,4
0.3041666746139526,3.1468138694763184,0.2000000029802322,1.8601558208465576,1,1,5
0.3429166674613952,2.097381353378296,0.25,4.490255832672119,2,1,5
0.4254166781902313,1.5090874433517456,0.2574999928474426,1.9252349138259888,3,1,5
0.5727083086967468,1.1237722635269165,0.6449999809265137,0.9530496001243592,4,1,5
0.6714583039283752,0.8724356889724731,0.60916668176651,0.9323962330818176,5,1,5
0.7256249785423279,0.7101388573646545,0.457500010728836,1.7730735540390017,6,1,5
0.7422916889190674,0.6737196445465088,0.6608333587646484,0.7986612319946289,7,1,5
0.7885416746139526,0.569961667060852,0.6725000143051147,0.8444008231163025,8,1,5
0.7862499952316284,0.5797951221466064,0.70333331823349,0.7466686367988586,9,1,5
0.8110416531562805,0.4952940344810486,0.7699999809265137,0.6547180414199829,10,1,5
0.8345833420753479,0.4259719848632812,0.675000011920929,0.9436506032943726,11,1,5
0.8585416674613953,0.3817685842514038,0.8374999761581421,0.4327165782451629,12,1,5
0.8687499761581421,0.3469656407833099,0.7300000190734863,0.717206597328186,13,1,5
0.872083306312561,0.3649611175060272,0.8441666960716248,0.4113044142723083,14,1,5
0.8864583373069763,0.3167611062526703,0.878333330154419,0.3575486242771148,15,1,5
0.8824999928474426,0.3230328857898712,0.778333306312561,0.6268661022186279,16,1,5
0.8766666650772095,0.3377257287502289,0.7149999737739563,3.890416145324707,17,1,5
0.8743749856948853,0.3540920913219452,0.7441666722297668,1.772702693939209,18,1,5
0.8756250143051147,0.35403573513031,0.4958333373069763,7.6648268699646,19,1,5
0.8725000023841858,0.3503043353557586,0.7400000095367432,0.7093977332115173,20,1,5
0.2770833373069763,3.557560920715332,0.2000000029802322,1.7102155685424805,1,2,1
0.3929166793823242,1.7578010559082031,0.2083333283662796,1.8683485984802248,2,2,1
0.5697916746139526,1.141459822654724,0.4541666805744171,1.4321802854537964,3,2,1
0.6627083420753479,0.9407926201820374,0.637499988079071,0.9355769753456116,4,2,1
0.7077083587646484,0.8141202926635742,0.6566666960716248,1.1003949642181396,5,2,1
0.7256249785423279,0.7470471858978271,0.6891666650772095,0.8598070740699768,6,2,1
