accuracy,loss,val_accuracy,val_loss,epoch
0.6745833158493042,2.2329468727111816,0.9208333492279053,0.23045359551906586,0
0.9320833086967468,0.18882045149803162,0.9574999809265137,0.11510177701711655,1
0.9566666483879089,0.12495634704828262,0.9591666460037231,0.14557752013206482,2
0.9725000262260437,0.08142780512571335,0.9750000238418579,0.0790344849228859,3
0.9827083349227905,0.05445408448576927,0.9608333110809326,0.12590143084526062,4
0.9760416746139526,0.06920381635427475,0.9491666555404663,0.18715938925743103,5
0.9693750143051147,0.08412198722362518,0.9758333563804626,0.07215595990419388,6
0.9835416674613953,0.049160923808813095,0.987500011920929,0.05764953792095184,7
0.9762499928474426,0.08321022987365723,0.9733333587646484,0.08379559963941574,8
