accuracy,loss,val_accuracy,val_loss,epoch
0.28854167461395264,3.3654611110687256,0.21166667342185974,1.7374910116195679,0
0.39520832896232605,1.7067307233810425,0.36000001430511475,1.5120612382888794,1
0.518958330154419,1.384915828704834,0.5699999928474426,1.1054290533065796,2
0.5741666555404663,1.2841331958770752,0.5083333253860474,1.222991704940796,3
0.6810416579246521,0.8846840262413025,0.5724999904632568,1.2357635498046875,4
0.7258333563804626,0.7490013837814331,0.7358333468437195,0.7174493670463562,5
0.7395833134651184,0.7199662923812866,0.675000011920929,0.8431045413017273,6
0.7737500071525574,0.6161843538284302,0.6875,1.1430608034133911,7
0.7931249737739563,0.5504183173179626,0.7900000214576721,0.5377292633056641,8
0.8177083134651184,0.514216423034668,0.737500011920929,1.0924450159072876,9
0.8254166841506958,0.47081440687179565,0.8491666913032532,0.4618074595928192,10
0.8418750166893005,0.426909476518631,0.8558333516120911,0.3842966854572296,11
0.8472916483879089,0.4272034168243408,0.8183333277702332,0.45769068598747253,12
0.8706250190734863,0.3597343862056732,0.8108333349227905,0.4876280426979065,13
0.8666666746139526,0.35798630118370056,0.7833333611488342,0.6319960355758667,14
0.8849999904632568,0.3125253915786743,0.40583333373069763,2.1935932636260986,15
0.8849999904632568,0.32085224986076355,0.8566666841506958,0.45609545707702637,16
0.8956249952316284,0.2941112816333771,0.8899999856948853,0.30728602409362793,17
0.9070833325386047,0.2634190320968628,0.8741666674613953,0.3523869216442108,18
0.8997916579246521,0.2727645933628082,0.8533333539962769,0.47114014625549316,19
0.90604168176651,0.26927945017814636,0.8550000190734863,0.43556469678878784,20
0.8710416555404663,0.3423195779323578,0.8550000190734863,0.3945978879928589,21
0.8489583134651184,0.4263070821762085,0.7816666960716248,0.6603226661682129,22
0.8827083110809326,0.3147890865802765,0.9008333086967468,0.2764543890953064,23
0.9206249713897705,0.225939080119133,0.9241666793823242,0.2228546440601349,24
