accuracy,loss,val_accuracy,val_loss,epoch
0.7914583086967468,1.0024954080581665,0.4658333361148834,2.148256301879883,0
0.9381250143051147,0.18675129115581512,0.3700000047683716,4.817829132080078,1
0.9652083516120911,0.11806000024080276,0.7450000047683716,1.166384220123291,2
0.9714583158493042,0.0926855131983757,0.5666666626930237,2.745234489440918,3
0.9797916412353516,0.06531813740730286,0.7491666674613953,1.5248539447784424,4
0.981041669845581,0.05681658908724785,0.6208333373069763,4.811977386474609,5
0.987708330154419,0.03595976531505585,0.5350000262260437,7.8647990226745605,6
0.9800000190734863,0.07178100198507309,0.8116666674613953,3.7121493816375732,7
0.9825000166893005,0.059076301753520966,0.6675000190734863,2.533855438232422,8
0.9870833158493042,0.04299178346991539,0.6641666889190674,2.723080635070801,9
0.9777083396911621,0.06928782165050507,0.38333332538604736,15.406970024108887,10
0.9868749976158142,0.044591110199689865,0.4950000047683716,25.67913246154785,11
0.9825000166893005,0.05530399829149246,0.6575000286102295,4.300579071044922,12
0.9893749952316284,0.036084841936826706,0.4183333218097687,8.8731050491333,13
0.9883333444595337,0.0371314212679863,0.6266666650772095,4.899338722229004,14
0.9770833253860474,0.08423496782779694,0.20916666090488434,4.297346591949463,15
0.9862499833106995,0.0482025109231472,0.24833333492279053,3.5968222618103027,16
0.9885416626930237,0.03723125159740448,0.37833333015441895,5.109539031982422,17
0.9835416674613953,0.06311232596635818,0.23000000417232513,14.998051643371582,18
0.9883333444595337,0.04422461986541748,0.5116666555404663,5.387446403503418,19
0.9583333134651184,0.16836777329444885,0.21166667342185974,5551.5322265625,20
0.9743750095367432,0.08746669441461563,0.22333332896232605,153.9141845703125,21
0.9927083253860474,0.021973680704832077,0.23666666448116302,42.68650436401367,22
0.9941666722297668,0.018761057406663895,0.33416667580604553,31.772178649902344,23
0.9945833086967468,0.01843170076608658,0.5274999737739563,11.783953666687012,24
0.997083306312561,0.010324976406991482,0.38749998807907104,10.07067584991455,25
0.9927083253860474,0.021553615108132362,0.6108333468437195,9.219223976135254,26
0.9972916841506958,0.01340455561876297,0.5833333134651184,13.042953491210938,27
0.9920833110809326,0.026022745296359062,0.5525000095367432,3.759047746658325,28
0.9870833158493042,0.043279875069856644,0.4191666543483734,18.069467544555664,29
0.9895833134651184,0.0338561125099659,0.5149999856948853,16.258609771728516,30
0.9920833110809326,0.030943145975470543,0.3708333373069763,18.480876922607422,31
0.9889583587646484,0.03505898639559746,0.628333330154419,8.964046478271484,32
0.9918749928474426,0.024388659745454788,0.628333330154419,6.166064262390137,33
0.9800000190734863,0.06372277438640594,0.5683333277702332,20.673038482666016,34
0.9906250238418579,0.030219681560993195,0.39250001311302185,203.07177734375,35
0.997083306312561,0.009320992976427078,0.2983333468437195,282.9173278808594,36
0.9925000071525574,0.02484746091067791,0.3499999940395355,96.84234619140625,37
0.9829166531562805,0.06585615128278732,0.1508333384990692,492.74346923828125,38
0.987708330154419,0.045553650707006454,0.46000000834465027,28.7872257232666,39
