accuracy,loss,val_accuracy,val_loss,epoch
0.699791669845581,6.504242897033691,0.27000001072883606,7.486853122711182,0
0.8856250047683716,3.495044469833374,0.1875,6.869195938110352,1
0.9287499785423279,2.294734239578247,0.4208333194255829,4.7484869956970215,2
0.9391666650772095,1.5422276258468628,0.2866666615009308,3.7352612018585205,3
0.9506250023841858,1.032131552696228,0.4566666781902313,4.81480598449707,4
0.9295833110809326,0.8054800629615784,0.5199999809265137,2.427865982055664,5
0.9518749713897705,0.5395486354827881,0.5933333039283752,2.356513500213623,6
0.9622916579246521,0.3760647475719452,0.6491666436195374,1.2316431999206543,7
0.9629166722297668,0.28956684470176697,0.6066666841506958,1.6258920431137085,8
0.9647916555404663,0.23490996658802032,0.4533333480358124,2.510347843170166,9
0.9645833373069763,0.21306823194026947,0.6308333277702332,1.653568983078003,10
0.9641666412353516,0.18905280530452728,0.4558333456516266,2.218571186065674,11
0.9700000286102295,0.16794538497924805,0.33250001072883606,5.365044593811035,12
0.9702083468437195,0.15162168443202972,0.7633333206176758,0.7958601117134094,13
0.965416669845581,0.14990295469760895,0.8691666722297668,0.43707937002182007,14
0.9735416769981384,0.14264197647571564,0.7816666960716248,0.9972634315490723,15
0.9747916460037231,0.1293814331293106,0.7225000262260437,1.576277256011963,16
0.9441666603088379,0.24397793412208557,0.38083332777023315,2.9654622077941895,17
0.9618750214576721,0.18807074427604675,0.45500001311302185,1.914556860923767,18
0.9731249809265137,0.1397480070590973,0.637499988079071,1.2993381023406982,19
